Printing Modifier Definitions:
Tag: ai_require_cb_for_war, Categories: Country, , All, 
Tag: dhimmi_estate_blocked_from_leading_military, Categories: Country, , All, 
Tag: tribes_estate_allowed_leading_military, Categories: Country, , All, 
Tag: cossacks_estate_allowed_leading_military, Categories: Country, , All, 
Tag: crown_estate_allowed_leading_military, Categories: Country, , All, 
Tag: nobles_estate_allowed_leading_military, Categories: Country, , All, 
Tag: clergy_estate_allowed_leading_military, Categories: Country, , All, 
Tag: burghers_estate_allowed_leading_military, Categories: Country, , All, 
Tag: peasants_estate_allowed_leading_military, Categories: Country, , All, 
Tag: dhimmi_estate_allowed_leading_military, Categories: Country, , All, 
Tag: tribes_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: cossacks_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: crown_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: nobles_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: clergy_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: burghers_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: peasants_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: dhimmi_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: tribes_estate_allowed_to_build_rgo, Categories: Country, , All, 
Tag: cossacks_estate_allowed_to_build_rgo, Categories: Country, , All, 
Tag: crown_estate_allowed_to_build_rgo, Categories: Country, , All, 
Tag: nobles_estate_allowed_to_build_rgo, Categories: Country, , All, 
Tag: clergy_estate_allowed_to_build_rgo, Categories: Country, , All, 
Tag: burghers_estate_allowed_to_build_rgo, Categories: Country, , All, 
Tag: peasants_estate_allowed_to_build_rgo, Categories: Country, , All, 
Tag: dhimmi_estate_allowed_to_build_rgo, Categories: Country, , All, 
Tag: ignore_gender_block_leader, Categories: Character, , All, 
Tag: block_male_leader, Categories: Country, , All, 
Tag: block_female_leader, Categories: Country, , All, 
Tag: allow_male_leader, Categories: Country, , All, 
Tag: allow_female_leader, Categories: Country, , All, 
Tag: ignore_gender_block_cabinet, Categories: Character, , All, 
Tag: block_male_cabinet, Categories: Country, , All, 
Tag: block_female_cabinet, Categories: Country, , All, 
Tag: allow_male_cabinet, Categories: Country, , All, 
Tag: allow_female_cabinet, Categories: Country, , All, 
Tag: can_build_kurmina_headquarter, Categories: Country, , All, 
Tag: christian_tenet_price_cost_modifier, Categories: Country, , All, 
Tag: jurchen_confederation_law_price_cost_modifier, Categories: Country, , All, 
Tag: allow_tributary_subject, Categories: Country, , All, 
Tag: enable_black_market_buildings, Categories: Country, , All, 
Tag: enable_pronoia_subject, Categories: Country, , All, 
Tag: send_diplomat_cost_modifier, Categories: Country, , All, 
Tag: abandon_piracy_cost_modifier, Categories: Country, , All, 
Tag: violate_treaty_of_tordesillas_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_claim_area_price_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_swap_sides_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_move_the_line_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_claim_conflicting_area_price_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_push_to_settle_treaty_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_upheld_treaty_relevance_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_revoke_claim_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_demand_transfer_colony_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_swap_claim_cost_modifier, Categories: Country, , All, 
Tag: migrate_to_new_waters_cost_modifier, Categories: Country, , All, 
Tag: move_good_to_new_location_cost_modifier, Categories: Country, , All, 
Tag: complacent_decline_actions_price_cost_modifier, Categories: Country, , All, 
Tag: learn_from_foreigners_cost_modifier, Categories: Country, , All, 
Tag: absorb_institutions_cost_modifier, Categories: Country, , All, 
Tag: slave_market_max_level, Categories: Country, , All, 
Tag: aqueduct_system_max_level, Categories: Country, , All, 
Tag: allow_diplomacy_force_embargo, Categories: Country, , All, 
Tag: allow_cabinet_naval_focus, Categories: Country, , All, 
Tag: allow_diplomacy_violate_sovereignty, Categories: Country, , All, 
Tag: allow_cabinet_soldiers_as_workforce, Categories: Country, , All, 
Tag: allow_diplomacy_force_divert_trade, Categories: Country, , All, 
Tag: allow_cabinet_reduced_paperwork, Categories: Country, , All, 
Tag: allow_diplomacy_force_change_court_language, Categories: Country, , All, 
Tag: allow_cabinet_assimilate_area, Categories: Country, , All, 
Tag: allow_diplomacy_influence_nation, Categories: Country, , All, 
Tag: allow_cabinet_diplomatic_corps, Categories: Country, , All, 
Tag: seek_alliance_with_overlord_rival_cost_modifier, Categories: Country, , All, 
Tag: declare_independence_war_cost_modifier, Categories: Country, , All, 
Tag: give_colony_representation_cost_modifier, Categories: Country, , All, 
Tag: establish_goods_act_cost_modifier, Categories: Country, , All, 
Tag: aid_colonial_war_cost_modifier, Categories: Country, , All, 
Tag: give_colony_rebellion_support_cost_modifier, Categories: Country, , All, 
Tag: allow_assembly_parliament, Categories: Country, , All, 
Tag: allow_council_parliament, Categories: Country, , All, 
Tag: allow_estate_parliament, Categories: Country, , All, 
Tag: allow_autocratic_parliament, Categories: Country, , All, 
Tag: allow_constitutional_parliament, Categories: Country, , All, 
Tag: reach_compromise_with_huguenots_price_cost_modifier, Categories: Country, , All, 
Tag: can_assign_governors, Categories: Country, , All, 
Tag: take_on_debt_cost_modifier, Categories: Country, , All, 
Tag: available_organization_parliament_agendas, Categories: InternationalOrganization, , All, 
Tag: emperor_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: emperor_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: elector_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: elector_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: archbishop_elector_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: archbishop_elector_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: free_city_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: free_city_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: primas_germaniae_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: primas_germaniae_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: legatus_natus_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: legatus_natus_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: imperial_prelate_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: imperial_prelate_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: imperial_prince_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: imperial_prince_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: imperial_peasant_republic_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: imperial_peasant_republic_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: curia_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: curia_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: military_order_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: military_order_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: bishopric_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: bishopric_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: ilkhan_claimant_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: ilkhan_claimant_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: japanese_emperor_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: japanese_emperor_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: shugo_daimyo_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: shugo_daimyo_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: lieutenant_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: lieutenant_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: loyalist_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: loyalist_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: absentee_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: absentee_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: high_king_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: high_king_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: lord_of_ireland_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: lord_of_ireland_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: celestial_governor_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: celestial_governor_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: member_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: member_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: tatar_overlord_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: tatar_overlord_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: tatar_tax_collector_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: tatar_tax_collector_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: italian_league_sponsor_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: italian_league_sponsor_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: senior_partner_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: senior_partner_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: junior_partner_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: junior_partner_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: unlock_contribute_to_organization_treasury, Categories: InternationalOrganization, , All, 
Tag: unlock_withdraw_from_organization_treasury, Categories: InternationalOrganization, , All, 
Tag: unlock_hire_cabinet_character_from_member, Categories: InternationalOrganization, , All, 
Tag: unlock_hire_military_leader_from_member, Categories: InternationalOrganization, , All, 
Tag: unlock_hire_artist_from_member, Categories: InternationalOrganization, , All, 
Tag: unlock_force_convert_member, Categories: InternationalOrganization, , All, 
Tag: unlock_align_societal_values_member, Categories: InternationalOrganization, , All, 
Tag: unlock_improve_relations_member, Categories: InternationalOrganization, , All, 
Tag: unlock_invest_in_members_economy, Categories: InternationalOrganization, , All, 
Tag: unlock_invest_in_members_administration, Categories: InternationalOrganization, , All, 
Tag: unlock_invest_in_members_military, Categories: InternationalOrganization, , All, 
Tag: policy_vote_delay, Categories: InternationalOrganization, , All, 
Tag: policy_vote_required_vote_ratio, Categories: InternationalOrganization, , All, 
Tag: character_on_task_modifier, Categories: Country, , All, 
Tag: bias_for_administrative_policies, Categories: Country, , All, 
Tag: bias_for_balanced_policies, Categories: Country, , All, 
Tag: bias_for_colonialist_policies, Categories: Country, , All, 
Tag: bias_for_diplomat_policies, Categories: Country, , All, 
Tag: bias_for_militarist_policies, Categories: Country, , All, 
Tag: bias_for_capitalist_policies, Categories: Country, , All, 
Tag: bias_for_tolerant_policies, Categories: Country, , All, 
Tag: bias_for_spiritualist_policies, Categories: Country, , All, 
Tag: bias_for_scholar_policies, Categories: Country, , All, 
Tag: bias_for_isolationist_policies, Categories: Country, , All, 
Tag: bias_for_patron_of_arts_policies, Categories: Country, , All, 
Tag: reject_subjugation_reasons, Categories: Country, , All, 
Tag: accept_subjugation_reasons, Categories: Country, , All, 
Tag: enforced_internal_peace, Categories: InternationalOrganization, , All, 
Tag: union_integration_level, Categories: InternationalOrganization, , All, 
Tag: hre_max_elector, Categories: InternationalOrganization, , All, 
Tag: hre_max_archbishop_elector, Categories: InternationalOrganization, , All, 
Tag: hre_allow_female_emperors, Categories: InternationalOrganization, , All, 
Tag: hre_enable_leave_hre_peace_treaty, Categories: InternationalOrganization, , All, 
Tag: imperial_ban_allowed, Categories: InternationalOrganization, , All, 
Tag: revoke_privileges_importance_modifier, Categories: Country, , All, 
Tag: revoke_privileges_stability_tolerance, Categories: Country, , All, 
Tag: coup_attempt_disaster_actions_price_cost_modifier, Categories: Country, , All, 
Tag: hyw_main_actions_price_cost_modifier, Categories: Country, , All, 
Tag: revolution_actions_price_cost_modifier, Categories: Country, , All, 
Tag: western_schism_ri_actions_price_cost_modifier, Categories: Country, , All, 
Tag: western_schism_gold_actions_price_cost_modifier, Categories: Country, , All, 
Tag: lia_actions_price_cost_modifier, Categories: Country, , All, 
Tag: direct_excommunication_allowed, Categories: InternationalOrganization, , All, 
Tag: excommunication_disabled, Categories: InternationalOrganization, , All, 
Tag: tatar_yoke_contribution_price_cost_modifier, Categories: Country, , All, 
Tag: tatar_yoke_leader_payments_price_cost_modifier, Categories: Country, , All, 
Tag: uc_bey_pays_cost_modifier, Categories: Country, , All, 
Tag: rebel_monthly_progress, Categories: Rebel, , All, 
Tag: cannot_declare_no_cb_wars_on_members, Categories: InternationalOrganization, , All, 
Tag: blocked_from_changing_heir_selection, Categories: Country, , All, 
Tag: allow_member_call_parliament, Categories: InternationalOrganization, , All, 
Tag: can_call_organization_parliament, Categories: InternationalOrganization, , All, 
Tag: blocked_from_ruling_the_hre, Categories: Character, , All, 
Tag: years_to_annex_members, Categories: InternationalOrganization, , All, 
Tag: enable_annexation_of_members, Categories: InternationalOrganization, , All, 
Tag: monthly_towards_land, Categories: Country, , All, 
Tag: monthly_towards_naval, Categories: Country, , All, 
Tag: monthly_towards_centralization, Categories: Country, , All, 
Tag: monthly_towards_decentralization, Categories: Country, , All, 
Tag: monthly_towards_innovative, Categories: Country, , All, 
Tag: monthly_towards_traditionalist, Categories: Country, , All, 
Tag: monthly_towards_humanist, Categories: Country, , All, 
Tag: monthly_towards_spiritualist, Categories: Country, , All, 
Tag: monthly_towards_aristocracy, Categories: Country, , All, 
Tag: monthly_towards_plutocracy, Categories: Country, , All, 
Tag: monthly_towards_serfdom, Categories: Country, , All, 
Tag: monthly_towards_free_subjects, Categories: Country, , All, 
Tag: monthly_towards_mercantilism, Categories: Country, , All, 
Tag: monthly_towards_free_trade, Categories: Country, , All, 
Tag: monthly_towards_belligerent, Categories: Country, , All, 
Tag: monthly_towards_conciliatory, Categories: Country, , All, 
Tag: monthly_towards_quality, Categories: Country, , All, 
Tag: monthly_towards_quantity, Categories: Country, , All, 
Tag: monthly_towards_offensive, Categories: Country, , All, 
Tag: monthly_towards_defensive, Categories: Country, , All, 
Tag: monthly_towards_capital_economy, Categories: Country, , All, 
Tag: monthly_towards_traditional_economy, Categories: Country, , All, 
Tag: monthly_towards_individualism, Categories: Country, , All, 
Tag: monthly_towards_communalism, Categories: Country, , All, 
Tag: monthly_towards_outward, Categories: Country, , All, 
Tag: monthly_towards_inward, Categories: Country, , All, 
Tag: monthly_towards_sinicized, Categories: Country, , All, 
Tag: monthly_towards_unsinicized, Categories: Country, , All, 
Tag: monthly_towards_liberalism, Categories: Country, , All, 
Tag: monthly_towards_absolutism, Categories: Country, , All, 
Tag: monthly_towards_mysticism, Categories: Country, , All, 
Tag: monthly_towards_jurisprudence, Categories: Country, , All, 
Tag: monthly_towards_latinization, Categories: Country, , All, 
Tag: monthly_towards_hellenization, Categories: Country, , All, 
Tag: disallows_female_rulers, Categories: Country, , All, 
Tag: diplomatic_upkeep_efficiency, Categories: Country, , All, 
Tag: global_bureaucracy_implementation_efficiency, Categories: Country, , All, 
Tag: global_bureaucracy_removal_efficiency, Categories: Country, , All, 
Tag: global_bureaucracy_maintenance_efficiency, Categories: Country, , All, 
Tag: global_bureaucracy_entrenchment_speed_modifier, Categories: Country, , All, 
Tag: global_max_bureaucracy_slots, Categories: Country, , All, 
Tag: allow_bureaucracy, Categories: Country, , All, 
Tag: country_allow_canonization, Categories: Country, , All, 
Tag: building_owner_overlord_maritime_presence, Categories: Location, , All, 
Tag: gold_to_building_owner_overlord, Categories: Location, , All, 
Tag: scaled_gold_to_building_owner_overlord, Categories: Location, , All, 
Tag: number_of_satellite_trade_buildings, Categories: Country, , All, 
Tag: trade_company_headquarters_level, Categories: Country, , All, 
Tag: is_senior_partner, Categories: Country, , All, 
Tag: hre_emperor_comfort_policies_counter, Categories: InternationalOrganization, , All, 
Tag: enabled_negotiate_succession_law, Categories: InternationalOrganization, , All, 
Tag: enabled_union_enforcement_actions, Categories: InternationalOrganization, , All, 
Tag: country_bans_saffron_shirts, Categories: Country, , All, 
Tag: country_can_use_lordship_of_ireland_cb, Categories: Country, , All, 
Tag: country_marriage_banned, Categories: Country, , All, 
Tag: country_celtic_marriage_banned, Categories: Country, , All, 
Tag: num_of_cataphracts_modifier, Categories: Country, , All, 
Tag: lordship_of_ireland_casus_belli_cost_modifier, Categories: Country, , All, 
Tag: lordship_of_ireland_invite_planters_cost_modifier, Categories: Country, , All, 
Tag: lordship_of_ireland_form_kingdom_cost_modifier, Categories: Country, , All, 
Tag: high_kingship_reclaim_land_cost_modifier, Categories: Country, , All, 
Tag: high_kingship_overthrow_cost_modifier, Categories: Country, , All, 
Tag: high_kingship_subjugate_member_cost_modifier, Categories: Country, , All, 
Tag: forbid_multiple_policies_vote, Categories: InternationalOrganization, , All, 
Tag: union_allowed_enforce_peace, Categories: InternationalOrganization, , All, 
Tag: union_unlock_rein_in_junior_diplomacy, Categories: InternationalOrganization, , All, 
Tag: unlock_prikazi_reform_cabinet_actions, Categories: Country, , All, 
Tag: allow_nobility_fortifications, Categories: Country, , All, 
Tag: allow_noble_villa, Categories: Country, , All, 
Tag: allow_local_noble_delegation, Categories: Country, , All, 
Tag: allow_nobles_recruitment_center, Categories: Country, , All, 
Tag: allow_clerical_archives, Categories: Country, , All, 
Tag: allow_warrior_monks_training_grounds, Categories: Country, , All, 
Tag: allow_guild_hall, Categories: Country, , All, 
Tag: allow_peasants_training_grounds, Categories: Country, , All, 
Tag: allow_peasants_hunting_grounds, Categories: Country, , All, 
Tag: allow_dun_fort, Categories: Country, , All, 
Tag: allow_ville_franche_town_rights, Categories: Country, , All, 
Tag: allow_magdeburg_rights_town_rights, Categories: Country, , All, 
Tag: allow_nuremberg_rights_town_rights, Categories: Country, , All, 
Tag: allow_kulm_town_rights, Categories: Country, , All, 
Tag: allow_novi_fori_town_rights, Categories: Country, , All, 
Tag: block_forums_of_thought, Categories: Country, , All, 
Tag: allow_theocratic_education, Categories: Country, , All, 
Tag: allow_apprenticeships_education, Categories: Country, , All, 
Tag: allow_guilds_of_florence_law, Categories: Country, , All, 
Tag: allow_military_order_units, Categories: Country, , All, 
Tag: cannot_be_subjugated, Categories: Country, , All, 
Tag: global_slave_pop_satisfaction, Categories: Country, , All, 
Tag: local_slave_pop_satisfaction, Categories: Location, , All, 
Tag: flatland_proximity_impact, Categories: Country, , All, 
Tag: mountains_proximity_impact, Categories: Country, , All, 
Tag: hills_proximity_impact, Categories: Country, , All, 
Tag: plateau_proximity_impact, Categories: Country, , All, 
Tag: wetlands_proximity_impact, Categories: Country, , All, 
Tag: ocean_proximity_impact, Categories: Country, , All, 
Tag: deep_ocean_proximity_impact, Categories: Country, , All, 
Tag: coastal_ocean_proximity_impact, Categories: Country, , All, 
Tag: inland_sea_proximity_impact, Categories: Country, , All, 
Tag: narrows_proximity_impact, Categories: Country, , All, 
Tag: lakes_proximity_impact, Categories: Country, , All, 
Tag: high_lakes_proximity_impact, Categories: Country, , All, 
Tag: salt_pans_proximity_impact, Categories: Country, , All, 
Tag: atoll_proximity_impact, Categories: Country, , All, 
Tag: flatland_wasteland_proximity_impact, Categories: Country, , All, 
Tag: hills_wasteland_proximity_impact, Categories: Country, , All, 
Tag: plateau_wasteland_proximity_impact, Categories: Country, , All, 
Tag: wetlands_wasteland_proximity_impact, Categories: Country, , All, 
Tag: dune_wasteland_proximity_impact, Categories: Country, , All, 
Tag: mesa_wasteland_proximity_impact, Categories: Country, , All, 
Tag: mountain_wasteland_proximity_impact, Categories: Country, , All, 
Tag: ocean_wasteland_proximity_impact, Categories: Country, , All, 
Tag: horses_impacts_inflation, Categories: Country, , All, 
Tag: clay_impacts_inflation, Categories: Country, , All, 
Tag: sand_impacts_inflation, Categories: Country, , All, 
Tag: coal_impacts_inflation, Categories: Country, , All, 
Tag: iron_impacts_inflation, Categories: Country, , All, 
Tag: copper_impacts_inflation, Categories: Country, , All, 
Tag: goods_gold_impacts_inflation, Categories: Country, , All, 
Tag: silver_impacts_inflation, Categories: Country, , All, 
Tag: stone_impacts_inflation, Categories: Country, , All, 
Tag: tin_impacts_inflation, Categories: Country, , All, 
Tag: lead_impacts_inflation, Categories: Country, , All, 
Tag: silk_impacts_inflation, Categories: Country, , All, 
Tag: dyes_impacts_inflation, Categories: Country, , All, 
Tag: incense_impacts_inflation, Categories: Country, , All, 
Tag: tea_impacts_inflation, Categories: Country, , All, 
Tag: cocoa_impacts_inflation, Categories: Country, , All, 
Tag: coffee_impacts_inflation, Categories: Country, , All, 
Tag: fiber_crops_impacts_inflation, Categories: Country, , All, 
Tag: ivory_impacts_inflation, Categories: Country, , All, 
Tag: lumber_impacts_inflation, Categories: Country, , All, 
Tag: salt_impacts_inflation, Categories: Country, , All, 
Tag: medicaments_impacts_inflation, Categories: Country, , All, 
Tag: gems_impacts_inflation, Categories: Country, , All, 
Tag: pearls_impacts_inflation, Categories: Country, , All, 
Tag: amber_impacts_inflation, Categories: Country, , All, 
Tag: saltpeter_impacts_inflation, Categories: Country, , All, 
Tag: alum_impacts_inflation, Categories: Country, , All, 
Tag: wine_impacts_inflation, Categories: Country, , All, 
Tag: elephants_impacts_inflation, Categories: Country, , All, 
Tag: marble_impacts_inflation, Categories: Country, , All, 
Tag: mercury_impacts_inflation, Categories: Country, , All, 
Tag: saffron_impacts_inflation, Categories: Country, , All, 
Tag: pepper_impacts_inflation, Categories: Country, , All, 
Tag: cloves_impacts_inflation, Categories: Country, , All, 
Tag: chili_impacts_inflation, Categories: Country, , All, 
Tag: cotton_impacts_inflation, Categories: Country, , All, 
Tag: sugar_impacts_inflation, Categories: Country, , All, 
Tag: tobacco_impacts_inflation, Categories: Country, , All, 
Tag: tar_impacts_inflation, Categories: Country, , All, 
Tag: porcelain_impacts_inflation, Categories: Country, , All, 
Tag: naval_supplies_impacts_inflation, Categories: Country, , All, 
Tag: firearms_impacts_inflation, Categories: Country, , All, 
Tag: cannons_impacts_inflation, Categories: Country, , All, 
Tag: weaponry_impacts_inflation, Categories: Country, , All, 
Tag: glass_impacts_inflation, Categories: Country, , All, 
Tag: steel_impacts_inflation, Categories: Country, , All, 
Tag: cloth_impacts_inflation, Categories: Country, , All, 
Tag: fine_cloth_impacts_inflation, Categories: Country, , All, 
Tag: liquor_impacts_inflation, Categories: Country, , All, 
Tag: beer_impacts_inflation, Categories: Country, , All, 
Tag: paper_impacts_inflation, Categories: Country, , All, 
Tag: books_impacts_inflation, Categories: Country, , All, 
Tag: jewelry_impacts_inflation, Categories: Country, , All, 
Tag: leather_impacts_inflation, Categories: Country, , All, 
Tag: tools_impacts_inflation, Categories: Country, , All, 
Tag: masonry_impacts_inflation, Categories: Country, , All, 
Tag: lacquerware_impacts_inflation, Categories: Country, , All, 
Tag: pottery_impacts_inflation, Categories: Country, , All, 
Tag: furniture_impacts_inflation, Categories: Country, , All, 
Tag: wool_impacts_inflation, Categories: Country, , All, 
Tag: wild_game_impacts_inflation, Categories: Country, , All, 
Tag: fur_impacts_inflation, Categories: Country, , All, 
Tag: fish_impacts_inflation, Categories: Country, , All, 
Tag: wheat_impacts_inflation, Categories: Country, , All, 
Tag: maize_impacts_inflation, Categories: Country, , All, 
Tag: rice_impacts_inflation, Categories: Country, , All, 
Tag: millet_impacts_inflation, Categories: Country, , All, 
Tag: legumes_impacts_inflation, Categories: Country, , All, 
Tag: potato_impacts_inflation, Categories: Country, , All, 
Tag: livestock_impacts_inflation, Categories: Country, , All, 
Tag: olives_impacts_inflation, Categories: Country, , All, 
Tag: fruit_impacts_inflation, Categories: Country, , All, 
Tag: beeswax_impacts_inflation, Categories: Country, , All, 
Tag: slaves_goods_impacts_inflation, Categories: Country, , All, 
Tag: horses_used_for_minting, Categories: Country, , All, 
Tag: clay_used_for_minting, Categories: Country, , All, 
Tag: sand_used_for_minting, Categories: Country, , All, 
Tag: coal_used_for_minting, Categories: Country, , All, 
Tag: iron_used_for_minting, Categories: Country, , All, 
Tag: copper_used_for_minting, Categories: Country, , All, 
Tag: goods_gold_used_for_minting, Categories: Country, , All, 
Tag: silver_used_for_minting, Categories: Country, , All, 
Tag: stone_used_for_minting, Categories: Country, , All, 
Tag: tin_used_for_minting, Categories: Country, , All, 
Tag: lead_used_for_minting, Categories: Country, , All, 
Tag: silk_used_for_minting, Categories: Country, , All, 
Tag: dyes_used_for_minting, Categories: Country, , All, 
Tag: incense_used_for_minting, Categories: Country, , All, 
Tag: tea_used_for_minting, Categories: Country, , All, 
Tag: cocoa_used_for_minting, Categories: Country, , All, 
Tag: coffee_used_for_minting, Categories: Country, , All, 
Tag: fiber_crops_used_for_minting, Categories: Country, , All, 
Tag: ivory_used_for_minting, Categories: Country, , All, 
Tag: lumber_used_for_minting, Categories: Country, , All, 
Tag: salt_used_for_minting, Categories: Country, , All, 
Tag: medicaments_used_for_minting, Categories: Country, , All, 
Tag: gems_used_for_minting, Categories: Country, , All, 
Tag: pearls_used_for_minting, Categories: Country, , All, 
Tag: amber_used_for_minting, Categories: Country, , All, 
Tag: saltpeter_used_for_minting, Categories: Country, , All, 
Tag: alum_used_for_minting, Categories: Country, , All, 
Tag: wine_used_for_minting, Categories: Country, , All, 
Tag: elephants_used_for_minting, Categories: Country, , All, 
Tag: marble_used_for_minting, Categories: Country, , All, 
Tag: mercury_used_for_minting, Categories: Country, , All, 
Tag: saffron_used_for_minting, Categories: Country, , All, 
Tag: pepper_used_for_minting, Categories: Country, , All, 
Tag: cloves_used_for_minting, Categories: Country, , All, 
Tag: chili_used_for_minting, Categories: Country, , All, 
Tag: cotton_used_for_minting, Categories: Country, , All, 
Tag: sugar_used_for_minting, Categories: Country, , All, 
Tag: tobacco_used_for_minting, Categories: Country, , All, 
Tag: tar_used_for_minting, Categories: Country, , All, 
Tag: porcelain_used_for_minting, Categories: Country, , All, 
Tag: naval_supplies_used_for_minting, Categories: Country, , All, 
Tag: firearms_used_for_minting, Categories: Country, , All, 
Tag: cannons_used_for_minting, Categories: Country, , All, 
Tag: weaponry_used_for_minting, Categories: Country, , All, 
Tag: glass_used_for_minting, Categories: Country, , All, 
Tag: steel_used_for_minting, Categories: Country, , All, 
Tag: cloth_used_for_minting, Categories: Country, , All, 
Tag: fine_cloth_used_for_minting, Categories: Country, , All, 
Tag: liquor_used_for_minting, Categories: Country, , All, 
Tag: beer_used_for_minting, Categories: Country, , All, 
Tag: paper_used_for_minting, Categories: Country, , All, 
Tag: books_used_for_minting, Categories: Country, , All, 
Tag: jewelry_used_for_minting, Categories: Country, , All, 
Tag: leather_used_for_minting, Categories: Country, , All, 
Tag: tools_used_for_minting, Categories: Country, , All, 
Tag: masonry_used_for_minting, Categories: Country, , All, 
Tag: lacquerware_used_for_minting, Categories: Country, , All, 
Tag: pottery_used_for_minting, Categories: Country, , All, 
Tag: furniture_used_for_minting, Categories: Country, , All, 
Tag: wool_used_for_minting, Categories: Country, , All, 
Tag: wild_game_used_for_minting, Categories: Country, , All, 
Tag: fur_used_for_minting, Categories: Country, , All, 
Tag: fish_used_for_minting, Categories: Country, , All, 
Tag: wheat_used_for_minting, Categories: Country, , All, 
Tag: maize_used_for_minting, Categories: Country, , All, 
Tag: rice_used_for_minting, Categories: Country, , All, 
Tag: millet_used_for_minting, Categories: Country, , All, 
Tag: legumes_used_for_minting, Categories: Country, , All, 
Tag: potato_used_for_minting, Categories: Country, , All, 
Tag: livestock_used_for_minting, Categories: Country, , All, 
Tag: olives_used_for_minting, Categories: Country, , All, 
Tag: fruit_used_for_minting, Categories: Country, , All, 
Tag: beeswax_used_for_minting, Categories: Country, , All, 
Tag: slaves_goods_used_for_minting, Categories: Country, , All, 
